ISG15,TNFRSF4,MRPL20,LRRC47,TNFRSF25,RBP7,SRM,UBIAD1,EFHD2,CDA,HP1BP3,C1orf63,TMEM50A,STMN1,ZNF593,NUDC,TMEM222,PTAFR,PHACTR4,TAF12,GMEB1,PUM1,KHDRBS1,BSDC1,ZBTB8OS,AK2,TRAPPC3,THRAP3,RRAGC,MACF1,NFYC,ATP6V0B,PRDX1,GPBP1L1,TMEM69,ATPAF1,EFCAB14,TMEM59,PGM1,JAK1,LEPROT,ACADM,IFI44,PRKACB,SH3GLB1,GTF2B,GBP4,DPH5,HENMT1,CEPT1,ATP5F1,C1orf162,ATP1A1,CD2,NOTCH2NL,FCGR1A,ENSA,CTSS,CERS2,MLLT11,VPS72,PI4KB,MRPL9,THEM4,S100A12,S100A8,SLC39A1,HAX1,PMVK,ARHGEF2,GPATCH4,CD1C,DCAF8,PEX19,CD84,ARHGAP30,PFDN2,DEDD,FCER1G,FCGR3A,XCL2,CACYBP,KIAA0040,DHX9,ARPC5,RGS1,TIMM17A,PTPN7,CD55,G0S2,TRAF3IP3,NENF,DEGS1,CNIH4,TRIM11,GNPAT,SPRTN,COA6,ARID4B,FH,SDCCAG8,TMEM18,TSSC1,ODC1,RDH14,LAPTM4A,PTRHD1,RAB10,SNX17,PPM1G,FOSL2,CDC42EP3,GALM,SRSF7,RTN4,PELI1,PNO1,PCBP1,CCT7,TPRKB,DGUOK,PCGF1,MRPL19,TRABD2A,TGOLN2,VAMP5,RNF181,GNLY,CHMP3,CD8B,RPIA,MAL,ARID5A,ACTR1B,EIF5B,UXS1,IL1B,PTPN4,NIFK,UBXN4,MMADHC,GCA,OLA1,CIR1,ZC3H15,ORMDL1,NABP1,ANKRD44,SPATS2L,XRCC5,ANKZF1,SP140,ITM2C,EIF4E2,COPS8,NDUFA10,MTERFD2,PASK,DTYMK,NUP210,SLC6A6,CCDC174,TOP2B,CMTM7,CCDC12,ELP6,NME6,TREX1,QRICH1,GPX1,TCTA,GNAI2,CYB561D2,MANF,ABHD14A,TWF2,PBRM1,ARL6IP5,C3orf38,MINA,CD47,IFT57,TIGIT,KPNA1,ZNF148,HMCES,UBA5,ATP1B3,U2SURP,SSR3,SMC4,TNFSF10,MRPL47,NDUFB5,KLHL24,AP2M1,NRROS,NCBP2-AS2,SPON2,SLBP,ADD1,LYAR,FGFBP2,DHX15,TXK,OCIAD1,SRP72,HOPX,IGFBP7,DCK,IL8,NAAA,NUP54,ANTXR2,HSD17B11,ADH5,DNAJB14,BANK1,MANBA,INTS12,OSTC,PLA2G12A,MGST2,ZNF330,LSM6,HMGB2,RWDD4,IRF2,KIAA1430,ZNF622,IL7R,FYB,ZNF131,GZMK,GZMA,CWC27,SREK1,MRPS36,ANKRA2,ZCCHC9,GLRX,RIOK2,TNFAIP8,C5orf56,PPP2CA,UBE2B,H2AFY,WDR55,HARS,DIAPH1,YIPF5,CCDC69,LARP1,HAVCR2,UBLCP1,RPL26L1,RGS14,RUFY1,MGAT1,LY86,RIOK1,TMEM14B,PHACTR1,NOL7,MRS2,BTN3A2,ABT1,RP1-313I6.12,HLA-F,HLA-E,PPP1R18,LTB,LST1,NCR3,AIF1,CSNK2B,DDAH2,C6orf48,HLA-DRB5,HLA-DRB1,HLA-DQA1,HLA-DQB1,PSMB8,TAPSAR1,HLA-DMA,HLA-DPA1,HLA-DPB1,RGL2,CUTA,FKBP5,SRPK1,STK38,CCND3,TBCC,RPL7L1,MRPL2,YIPF3,CDC5L,SNX14,PNISR,SNX3,HDAC2,RWDD1,ECHDC1,SGK1,ABRACL,STX11,RAB32,GINM1,PCMT1,TMEM242,SNX9,MRPL18,CHST12,KDELR2,C7orf26,HNRNPA2B1,SKAP2,ELMO1,MPLKIP,PSMA2-1,STK17A,POLD2,VOPP1,CCT6A,GUSB,SBDS,BET1,ZNF394,GNB2,POP7,HBP1,PNPLA8,DNAJB9,CAPZA2,NDUFA5,MKLN1,GIMAP7,GIMAP4,LINC01003,SH3KBP1,SAT1,TIMP1,UXT,OTUD5,WDR45,CCDC22,LAS1L,CXCR3,COX7B,PGK1,SH3BGRL,BTK,BEX2,NGFRAP1,MORF4L2,ALG13,SEPT6,RNF113A,LAMP2,HPRT1,IDH3G,MPP1,ASAH1,DOK2,CCDC25,VDAC3,LYN,RAB2A,RRS1,ENY2,RAD21,SLA,SHARPIN,COMMD5,NDUFB6,DNAJA1,SMU1,CCDC107,ANXA1,SUSD3,FAM120A,NANS,TRIM14,ERP44,SLC31A2,ARPC5L,PPP6C,TOR2A,SETX,SURF1,RXRA,FCN1,TMEM141,RABL6,EDF1,FBXW5,CLIC3,AKR1C3,NUDT5,PRPF18,FAM107B,COMMD3,KIF5B,HNRNPF,CISD1,UBE2D1,TFAM,ARID5B,NRBF2,PPA1,PRF1,ANAPC16,MICU1,MRPS16,PPIF,ANXA11,IFIT2,IFIT5,NPM3,TRIM8,C10orf32,SFR1,GSTO1,PRDX3,RGS10,BUB3,CTBP2,MGMT,ADAM8,IFITM3,IRF7,TALDO1,TSPAN4,TNNI2,MRPL23,NAP1L4,CARS,RHOG,RIC3,TMEM9B,DENND5A,SWAP70,PSMA1,HTATIP2,FBXO3,CAT,CELF1,UBE2L6,TMX2,MS4A7,MS4A1,PRPF19,AP003733.1,GANAB,POLR2G,RARRES3,FERMT3,FKBP2,CTSW,DRAP1,SF3B2,RAB1B,RBM14,RBM4,RCE1,CORO1B,GSTP1,FOLR3,ARAP1,ATG16L2,RELT,SPCS2,CLNS1A,TMEM126B,PICALM,PRSS23,CTSC,SMCO4,CWC15,CASP4,REXO2,CD3E,CD3D,NRGN,EI24,RPUSD4,SRPR,ETS1,THYN1,NDUFA9,TNFRSF1A,MRPL51,KLRG1,CD69,CLEC2B,LDHB,FGFR1OP2,CCDC91,SCAF11,ASB8,TUBA1B,NFE2,ORMDL2,ESYT1,CNPY2,IL23A,BAZ2A,PTGES3,GNS,CAND1,CCT2,NDUFA12,IKBIP,PWP1,ISCU,CORO1C,GLTP,DDX54,OASL,ORAI1,SNRNP35,NCOR2,GTF3A,ALOX5AP,N4BP2L1,SPG20,ALG5,DNAJC15,GTF2F2,MYCBP2,GPR183,TNFSF13B,TOX4,METTL3,MDP1,GMPR2,GZMH,GZMB,HECTD1,NFKBIA,FKBP3,MIS18BP1,KLHDC2,NEMF,PTGDR,PSMC6,CGRRF1,MAPK1IP1L,TIMM9,DHRS7,SYNE2,MAX,EIF2S1,VTI1B,DCAF5,NPC2,ISCA2,ATXN3,TMEM251,DDX24,IFI27,SERPINA1,BCL11B,WARS,PPP2R5C,TNFAIP2,EIF5,C14orf2,SIVA1,PLD4,CRIP2,UBE3A,EMC7,EIF2AK4,ZNF106,DUT,SPPL2A,RP11-139H15.1,VPS13C,USP3,PPIB,MESDC2,WHAMM,SEC11A,POLG,IDH2,UNC45A,HDDC3,MRPL28,C16orf13,STUB1,FAM173A,RPUSD1,HAGH,NDUFB10,GFER,AMDHD2,THOC6,IL32,ZNF263,ZNF75A,CORO7,DNAJA3,CARHSP1,RSL1D1,FOPNL,COQ7,METTL9,GGA2,PRKCB,RBBP6,NSMCE1,IL4R,SPNS1,ZNF688,ORAI3,STX4,VKORC1,PYCARD,DNAJA2,CYLD,AKTIP,GPR56,GOT2,FAM96B,TMEM208,ACD,NFATC3,CHTF8,CYB5B,ST3GAL2,COG4,CMTR2,KARS,TERF2IP,COTL1,C16orf74,MVD,APRT,ANKRD11,SPG7,CDK10,YWHAE,PRPF8,PSMB6,CLEC10A,ACADVL,ACAP1,POLR2A,TNFSF12,SAT2,TRPV2,MAP2K3,PHF12,EVI2B,UTP6,ZNF207,SLFN5,RP11-1094M14.11,CCL5,CCL3,CCL4,ZNHIT3,GGNBP2,CISD3,CASC3,NKIRAS2,RAB5C,VPS25,IFI35,NBR1,HDAC5,TMUB2,GOSR2,CALCOCO2,ABI3,SCPEP1,MRPS23,PSMC5,CD79B,BPTF,AMZ2,CTD-2006K23.1,ATP5H,WBP2,METTL23,LGALS3BP,RNF213,MRPL12,ARHGDIA,STRA13,GPS1,SLC16A3,CD7,FN3KRP,RNF125,INO80C,C18orf21,CXXC1,MALT1,SEC11C,CNDP2,NFATC1,RBFA,RBCK1,SIRPG,SNRPB,ITPA,PANK2,CRLS1,MKKS,SNX5,NAA20,CST7,APMAP,ABHD12,RALY,EIF2S2,RBM39,RPN2,BLCAP,MAFB,OSER1,ADA,YWHAB,PIGT,STAU1,CEBPB,ZBP1,CTSZ,PSMA7,PRPF6,RGS19,CFD,TIMM13,SLC39A3,SGTA,SIRT6,CCDC94,NDUFA11,CLPP,RETN,MAP2K7,HNRNPM,S1PR5,C19orf52,SMARCA4,ECSIT,ELOF1,HOOK2,AKAP8,FAM32A,SMIM7,IFI30,RFXANK,NR2C2AP,PLEKHF1,LSM14A,KCNK6,ACTN4,MED29,PSMC4,RAB4B,TGFB1,ATP5SL,CD79A,POU2F2,ZNF428,PRKD2,AP2S1,TMEM160,BBC3,C5AR1,DBP,EMC10,NKG7,MYADM,OSCAR,PRPF31,MBOAT7,LILRB3,LAIR1,ISOC2,EPN1,EIF1AY,IL17RA,UFD1L,PPIL2,SMARCB1,DDT,GUCD1,XBP1,EWSR1,ZMAT5,ASCC2,SELM,TXN2,IL2RB,RAC2,CYTH4,LGALS2,SH3BP1,ANKRD54,TOMM22,APOBEC3A,APOBEC3B,GRAP2,TNRC6B,ADSL,MKL1,DESI1,NHP2L1,PACSIN2,SAMM50,PRR5,KIAA0930,TTC38,TRABD,LMF2,SAMSN1,TTC3,DSCR3,SIK1,CSTB,SUMO3,FAM207A,S100B,MT-ND6
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1423154,1.1423154,0.0,0.0,0.0,1.661657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1423154,0.0,1.1423154,0.0,1.1423154,0.0,0.0,1.661657,0.0,0.0,0.0,0.0,0.0,1.1423154,1.1423154,1.1423154,0.0,0.0,0.0,1.1423154,1.1423154,0.0,0.0,0.0,0.0,0.0,1.1423154,0.0,0.0,0.0,0.0,0.0,1.1423154,2.255081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1423154,0.0,0.0,0.0,1.661657,1.1423154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1423154,1.661657,0.0,1.1423154,0.0,0.0,0.0,1.1423154,1.1423154,1.1423154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.661657,0.0,0.0,1.1423154,0.0,0.0,1.1423154,0.0,0.0,0.0,1.1423154,1.661657,0.0,0.0,0.0,0.0,0.0,1.1423154,0.0,1.1423154,0.0,1.661657,1.661657,1.1423154,0.0,0.0,0.0,1.1423154,0.0,1.1423154,0.0,0.0,0.0,0.0,1.1423154,0.0,0.0,0.0,0.0,1.1423154,0.0,1.1423154,1.1423154,0.0,0.0,0.0,1.1423154,0.0,0.0,0.0,1.1423154,1.1423154,0.0,0.0,0.0,1.1423154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1423154,0.0,0.0,1.1423154,0.0,1.1423154,0.0,0.0,1.1423154,1.661657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1423154,0.0,0.0,0.0,0.0,1.661657,0.0,0.0,0.0,0.0,0.0,1.1423154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1423154,0.0,0.0,2.255081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1423154,0.0,0.0,0.0,0.0,1.661657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4570284,0.0,1.1423154,0.0,0.0,0.0,0.0,1.1423154,1.1423154,1.1423154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.661657,1.1423154,3.1976187,0.0,2.001757,1.1423154,2.001757,0.0,2.001757,2.001757,3.106386,2.4570284,2.001757,1.1423154,0.0,1.1423154,3.3583667,3.6184106,0.0,1.1423154,0.0,0.0,0.0,1.1423154,0.0,0.0,0.0,1.1423154,0.0,0.0,1.1423154,2.4570284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1423154,0.0,1.661657,0.0,1.661657,1.1423154,0.0,0.0,1.1423154,0.0,1.1423154,1.1423154,0.0,0.0,0.0,0.0,0.0,1.1423154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1423154,2.6249654,0.0,1.1423154,1.661657,0.0,0.0,0.0,1.1423154,1.1423154,2.001757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1423154,0.0,1.1423154,0.0,0.0,1.1423154,0.0,0.0,0.0,0.0,1.661657,0.0,0.0,0.0,0.0,0.0,0.0,1.1423154,0.0,0.0,0.0,0.0,1.1423154,1.661657,0.0,1.1423154,0.0,0.0,0.0,1.1423154,0.0,0.0,1.661657,0.0,2.001757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1423154,3.6740777,0.0,1.1423154,1.1423154,0.0,0.0,0.0,1.661657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.661657,0.0,0.0,1.1423154,0.0,1.1423154,0.0,0.0,0.0,0.0,0.0,1.1423154,0.0,0.0,1.1423154,0.0,0.0,1.1423154,0.0,0.0,0.0,1.1423154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6249654,0.0,0.0,0.0,0.0,0.0,0.0,1.1423154,0.0,1.1423154,1.1423154,1.1423154,0.0,0.0,0.0,0.0,1.1423154,0.0,0.0,0.0,1.1423154,0.0,1.1423154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1423154,0.0,1.1423154,0.0,1.1423154,1.1423154,0.0,0.0,2.6249654,0.0,1.1423154,0.0,0.0,0.0,0.0,0.0,0.0,1.1423154,0.0,0.0,0.0,0.0,0.0,1.1423154,0.0,0.0,0.0,1.1423154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.661657,0.0,0.0,0.0,0.0,1.1423154,0.0,0.0,1.1423154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1423154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1423154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1423154,0.0,2.255081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1423154,0.0,1.1423154,0.0,0.0,0.0,0.0,1.1423154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.661657,0.0,1.1423154,0.0,0.0,0.0,0.0,0.0,0.0,1.1423154,0.0,0.0,0.0,0.0,0.0,1.661657,1.1423154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.255081,1.1423154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.001757,1.1423154,0.0,0.0,1.1423154,1.1423154,0.0,1.1423154,0.0,0.0,0.0,0.0,1.1423154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.661657,0.0,0.0,1.661657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1423154,1.1423154,0.0,0.0,0.0,0.0,1.1423154,0.0,0.0,0.0,0.0,0.0,1.1423154,1.1423154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1423154,0.0,0.0,0.0,0.0,0.0,1.1423154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.255081,1.1423154,1.1423154,0.0,0.0,2.001757,2.255081,0.0,2.001757,0.0,1.1423154,0.0,0.0,0.0,0.0,1.1423154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1423154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1423154,0.0,2.001757,1.1423154,0.0,1.1423154,1.661657,1.1423154,0.0,0.0,0.0,0.0,1.1423154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1423154,0.0,1.1423154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.661657,0.0,1.661657,1.1423154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1423154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1423154,0.0,0.0,0.0,0.0
1.4591986,0.0,1.4591986,1.4591986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0288086,0.0,0.0,2.0288086,0.0,0.0,0.0,1.4591986,0.0,1.4591986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4591986,0.0,0.0,0.0,1.4591986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4591986,0.0,0.0,0.0,0.0,0.0,0.0,2.862918,0.0,0.0,0.0,1.4591986,1.4591986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4591986,0.0,0.0,0.0,0.0,1.4591986,0.0,1.4591986,0.0,0.0,0.0,0.0,1.4591986,0.0,0.0,2.0288086,0.0,0.0,1.4591986,0.0,0.0,0.0,0.0,2.0288086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4591986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4591986,0.0,0.0,1.4591986,0.0,0.0,2.0288086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4591986,1.4591986,1.4591986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0288086,0.0,0.0,0.0,0.0,0.0,1.4591986,1.4591986,0.0,0.0,1.4591986,0.0,0.0,0.0,1.4591986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4591986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0288086,0.0,1.4591986,0.0,0.0,0.0,0.0,0.0,0.0,1.4591986,0.0,0.0,0.0,0.0,0.0,1.4591986,0.0,0.0,1.4591986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4591986,0.0,0.0,1.4591986,0.0,0.0,2.0288086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4591986,1.4591986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0288086,0.0,0.0,0.0,0.0,1.4591986,2.6539488,1.4591986,0.0,0.0,0.0,1.4591986,0.0,0.0,0.0,2.0288086,0.0,1.4591986,0.0,0.0,0.0,2.0288086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4591986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4591986,0.0,2.6539488,0.0,0.0,0.0,1.4591986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4591986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4591986,0.0,0.0,0.0,1.4591986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4591986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4591986,0.0,0.0,0.0,2.0288086,0.0,0.0,0.0,2.3894534,2.862918,0.0,1.4591986,1.4591986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4591986,0.0,0.0,0.0,1.4591986,0.0,0.0,1.4591986,1.4591986,0.0,0.0,0.0,0.0,0.0,2.3894534,0.0,2.0288086,0.0,1.4591986,0.0,0.0,1.4591986,0.0,0.0,0.0,1.4591986,1.4591986,0.0,0.0,0.0,1.4591986,0.0,1.4591986,0.0,0.0,0.0,0.0,1.4591986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4591986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4591986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4591986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4591986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4591986,0.0,0.0,0.0,0.0,0.0,1.4591986,0.0,0.0,0.0,0.0,1.4591986,0.0,2.3894534,1.4591986,1.4591986,0.0,0.0,1.4591986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0288086,0.0,1.4591986,0.0,2.0288086,3.5270984,0.0,0.0,0.0,0.0,1.4591986,0.0,2.0288086,0.0,0.0,0.0,2.0288086,0.0,3.4249983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0288086,0.0,0.0,1.4591986,0.0,1.4591986,1.4591986,0.0,0.0,0.0,2.0288086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4591986,1.4591986,0.0,0.0,0.0,0.0,0.0,0.0,1.4591986,0.0,0.0,0.0,1.4591986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4591986,0.0,0.0,0.0,0.0,1.4591986,0.0,0.0,0.0,0.0,0.0,2.0288086,0.0,0.0,0.0,0.0,2.3894534,0.0,1.4591986,0.0,0.0,0.0,0.0,0.0,1.4591986,0.0,0.0,2.0288086,0.0,0.0,0.0,0.0,1.4591986,0.0,0.0,1.4591986,0.0,1.4591986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4591986,0.0,1.4591986,3.855138,0.0,0.0,0.0,0.0,1.4591986,0.0,0.0,0.0,1.4591986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4591986,0.0,0.0,0.0,0.0,0.0,0.0,1.4591986,0.0,0.0,0.0,1.4591986,0.0,0.0,1.4591986,2.0288086,1.4591986,2.3894534,0.0,0.0,2.3894534,0.0,0.0,0.0,0.0,0.0,2.3894534,0.0,0.0,1.4591986,0.0,0.0,0.0,0.0,0.0,0.0,2.3894534,0.0,0.0,1.4591986,0.0,0.0,0.0,0.0,0.0,1.4591986,1.4591986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4591986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4591986,0.0,0.0,0.0,0.0,0.0,0.0,2.3894534,0.0,0.0,2.0288086,0.0,0.0,2.3894534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4591986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4591986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0288086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4591986,0.0,0.0,1.4591986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4591986,0.0,0.0,0.0,1.4591986,0.0,0.0,0.0,1.4591986,2.6539488,0.0,0.0,0.0,0.0,1.4591986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4591986,0.0,0.0,1.4591986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
