X_pca1,X_pca2,X_pca3,X_pca4,X_pca5,X_pca6,X_pca7,X_pca8,X_pca9,X_pca10,X_pca11,X_pca12,X_pca13,X_pca14,X_pca15,X_pca16,X_pca17,X_pca18,X_pca19,X_pca20,X_pca21,X_pca22,X_pca23,X_pca24,X_pca25,X_pca26,X_pca27,X_pca28,X_pca29,X_pca30,X_pca31,X_pca32,X_pca33,X_pca34,X_pca35,X_pca36,X_pca37,X_pca38,X_pca39,X_pca40,X_pca41,X_pca42,X_pca43,X_pca44,X_pca45,X_pca46,X_pca47,X_pca48,X_pca49,X_pca50
7.6849046,0.027345588,-0.8193755,2.344651,1.4340473,-0.55714005,0.8914618,0.7051744,0.48614857,3.2408004,1.3734112,-1.2943808,0.082758,2.0811403,-0.6747221,0.3339989,1.9153605,-0.6355218,0.049774203,-0.24417418,-0.73670876,-0.61493844,1.1364067,0.9280054,-0.2819952,1.5835626,0.21780269,-1.35973,-1.852842,0.38873935,1.2512974,1.4534302,-2.9053469,-2.1631582,-0.91755027,0.13245375,0.778688,-0.39564887,-1.625016,0.85235655,0.49243206,-1.984529,-0.0056605996,1.5077069,0.32915217,-1.5405325,-1.3942386,-0.11178718,-0.92317325,0.36407146
-6.831247,2.9494452,-0.95906186,-1.813779,2.092826,-1.8269455,0.35783696,1.6419942,-1.1143903,-0.36152944,-2.781269,-0.7533863,0.16347918,-1.0586147,1.6571428,-0.9385896,-1.5631987,-1.1699405,0.3617566,-1.4593605,-0.1084622,3.6605532,-2.2130783,-0.22955732,1.1699202,0.33049828,0.92922354,0.21450624,-0.9831699,-1.3526711,1.0958099,0.2038503,-0.30982283,0.10951924,-1.7279925,-2.0523913,0.94692147,-0.44079107,-0.3260178,-1.4592633,0.3557517,-0.580323,-1.872697,-1.5931525,-0.30106273,0.6642091,1.0227809,-1.4383898,2.1878881,0.77170885
-6.2642684,-3.7463374,0.3247422,-0.98916435,-0.18890005,0.6576408,-0.6236079,0.06851476,1.1957818,-2.1900508,0.86140835,0.8972111,1.7312279,0.9330667,0.3760662,0.092700176,-1.8376595,0.82341766,-1.1230516,-0.93608195,-0.120057635,0.55338734,1.190746,0.6568005,-0.39648604,0.5225788,-0.8084673,-0.21759723,0.104605146,0.6350949,1.8896573,0.1511216,-0.09317938,-0.352611,1.6451284,-1.3585309,-0.21545775,1.3491575,-1.1169047,-0.6688613,-1.6821213,1.0870527,1.3746037,-0.2466713,1.2201842,-0.5580497,-0.96391374,2.0276325,-1.2813759,-0.08104945
8.276141,1.1511173,0.43256888,2.0399272,2.2152822,-0.26987198,2.91344,0.16763109,-1.0435447,1.7815934,-0.70962554,-1.4920915,0.78954464,0.7978432,0.8532044,0.3699888,-0.09760038,-0.1775069,0.36966744,1.2366886,-0.07623131,-1.0984704,0.36120033,0.47141278,0.9261567,-0.2507789,-0.13284014,-0.08389001,-0.84928983,0.63551605,-0.20861195,2.4060192,1.2777002,-0.03840727,1.1095315,0.0460537,-0.082720965,0.31050643,-1.6778318,0.64735484,-0.601349,-1.1546799,-1.6544234,-1.4038968,-0.64560467,-0.3030706,-0.43278766,-1.0182753,-1.7041068,0.0126571255
-5.216684,-2.11009,-0.14327186,0.103085384,0.41341737,-0.24591804,1.5183731,0.8050065,0.5841134,-2.283281,-0.7580911,0.15371288,-0.9073372,1.4471827,0.6199332,1.0734162,-1.4820576,0.5224858,-1.3109317,-1.3624711,-0.45914102,-2.0279481,0.15367866,-0.2549158,1.822064,-1.8364838,1.27985,1.3061268,1.2762097,1.7568399,0.3834544,-0.426801,0.2498276,-0.49834666,-1.2302033,-1.0551133,-1.7240088,-2.2539878,-0.34788206,-1.5139087,-0.8534289,-1.0939544,0.22410119,-1.1490023,-0.613393,-0.20418258,-0.69076234,-1.1304488,-1.0342922,1.0236994
-6.423035,-3.7089157,0.044780735,-1.899731,-0.6734051,-0.8258681,-0.14689243,0.070574634,0.9024488,0.4902971,0.4698812,0.22673026,0.28826547,0.6007311,0.916277,1.1637717,0.8723648,-0.24280508,-0.23981826,-2.0003827,-3.216243,1.0624275,0.20400313,-1.3810432,-1.1827189,0.36696678,1.3438439,0.811587,0.63780576,1.8293393,0.5674173,1.6606728,0.3681714,0.13957578,-0.26499876,0.6471274,-0.21949826,-0.548939,-1.5117769,-1.5639168,-1.1494731,0.13895513,0.40483847,-0.035962973,-1.2514871,-1.1049583,0.19005519,-0.7561375,-0.22164111,-0.7274951
-7.4974604,1.3015195,0.33561742,-0.7376813,1.9178071,-2.4107583,-2.7450252,-0.5060144,0.759978,0.8076374,-0.66880435,-0.7176666,-0.2344675,1.4822651,-0.2071696,0.8238939,2.3129828,-0.72997934,2.1166093,0.92086035,-2.3799558,1.2786583,-1.8168125,-1.1422848,-1.0201137,1.451815,1.699514,-0.7686334,-1.6411054,2.3209708,4.352494,1.3148198,-2.7558043,-0.42929754,0.17726445,0.031081827,0.7768701,-0.8510361,-0.6595148,-0.37644702,0.76156104,1.7081935,1.9300572,-0.1652356,0.6178826,-1.8066338,2.7894707,-0.26634997,0.5955098,-1.1217867
-6.518552,12.0734415,-1.0706255,-1.4247842,-3.9902053,3.042012,0.18877319,0.55277735,-0.1908126,-0.32122356,1.585061,2.3058412,0.48795807,-0.8859995,0.9163549,3.6983812,1.4009687,-3.2379544,-1.1698579,1.7168103,-0.5209234,-1.1934109,1.806839,-2.045346,-1.8380024,2.064075,1.3626004,2.4427474,1.2210387,3.3452685,0.6231582,-0.59166634,1.770197,1.1678106,0.6846943,0.91873485,-0.34603688,1.0268979,3.7210395,-3.4469354,-0.82095414,-0.4451844,-0.8265401,-0.6663901,-0.69489187,1.1714652,-1.1142603,-1.5781538,0.22498655,-0.08544881
-6.366264,-1.2791451,0.13862349,-1.3706243,0.55628777,-3.2004654,-0.59722525,0.27173266,2.759664,0.48041806,-1.1360103,1.2722837,-1.4195399,-1.578057,-0.07759963,-1.2340767,0.3067636,-1.4012063,1.2899166,0.9059221,-1.8602985,-0.95634407,1.1597717,-1.2432708,-1.146767,0.46505108,0.8240642,-0.94858146,0.41594058,0.43390548,-0.8062106,0.63680434,-1.5273601,-1.9421865,-0.4672658,-0.7456943,-1.5491012,0.5898995,0.68337387,-1.5775621,1.4425231,0.32494915,-1.6763879,-0.7905282,0.948565,0.23950946,-0.6754832,2.6229153,0.45138612,-2.4290805
-6.52433,11.771284,0.7620925,0.7214029,-3.6466691,3.1222315,1.8578714,0.72584873,-0.2731695,0.28197274,-2.673977,-1.9297042,1.1474293,-1.3599354,0.18283035,3.2454107,-1.9975822,2.8068123,-1.1530612,2.5599046,-1.2653095,-0.5769693,-0.1377052,-0.36754543,-0.2807234,0.96026766,0.58638877,-0.24118459,-0.4483322,-0.09169354,-0.01945019,-3.034736,2.74998,0.688184,-0.799742,1.066735,1.2935702,0.89364827,0.5279647,1.2405438,-0.35337555,0.7141502,2.1553724,3.3380191,-1.3774687,2.0509942,0.97442645,-1.8765625,2.3306828,-1.9743445
9.445179,0.80860287,1.226191,-0.35486376,0.5641555,-3.6043332,1.2594401,-0.9432968,0.15342744,1.0837795,-2.5790682,0.3145863,3.4293113,0.7279684,-1.243958,-1.4659085,1.3300053,-1.2062138,-0.7100077,-0.1648448,-0.61230123,0.34431207,-1.9658836,-1.3004558,-0.91056633,0.011363469,-1.7196307,1.2641592,-0.5434854,1.399184,0.36980185,0.8094493,0.3742244,1.4969056,0.1826104,0.14816535,-0.7373063,1.0090163,-0.62407464,2.586974,-0.96086913,-0.6162934,-1.3654186,0.7445478,-0.42538393,-0.2536291,-0.51211715,-1.2567456,1.0254886,0.15318976
-5.8195004,-2.7886899,0.45696163,-0.19749871,-0.21004236,0.33706242,-0.76655424,0.62744904,-0.58085585,1.8428683,1.6451181,0.9845623,-0.14993322,2.1393332,1.1043693,1.0030462,-1.288562,0.045939103,-1.5020572,1.945895,-0.6411645,0.07051957,-3.1833987,0.70758903,0.6564805,0.4329628,1.0116112,-0.074428394,-0.58825856,-0.07060115,-1.0609787,0.43512246,1.1088989,0.41768965,1.2692045,-0.6273068,0.95708513,-0.07498183,0.47678557,-1.4005342,-0.92356735,0.26854938,0.44280204,0.67003965,0.34178492,-0.23988548,-0.09595451,1.0860821,1.6111218,-1.2744044
-6.033124,-2.9938116,0.20949733,0.12716596,-0.42248344,0.9490532,0.03778472,-1.6811887,1.209091,-1.9756237,1.3488749,-0.33530903,3.2809663,-1.6208259,-0.12265291,1.0649933,-0.12040109,-0.14591657,-1.486378,0.19406773,-1.3761749,2.0437548,-2.0078588,1.1670762,0.56346405,-1.1124512,0.9171604,-1.6434308,2.3152738,-0.8366586,0.36940974,0.97308767,0.1460961,-0.8931858,-0.19354793,1.1588871,2.2336402,-0.46954313,-0.15120995,0.1265755,1.5860463,0.0842488,0.13653275,0.087123096,0.54812163,1.3297236,2.2343736,0.14274834,-1.5427185,0.21508168
-5.8261247,-2.8365815,0.5908236,-0.96890074,0.5675774,1.0468757,0.9319963,0.062230576,0.042628415,0.32815439,0.09999784,-1.5290664,-0.1653949,-0.19624768,-0.41796818,0.9991143,-0.85756207,-0.40757313,-0.19027399,0.28085533,0.75894594,0.06569559,-0.7009885,2.179405,-0.0071350895,0.009931349,-0.54548293,-1.4945455,-1.9090774,0.3053584,-0.4278481,-0.49172348,0.6515872,0.5897858,0.12483571,-1.1857481,-1.1702199,1.2367787,1.1378785,-1.265797,1.3307766,-1.3191607,-1.5323976,-0.84905094,-1.2197344,-0.5099898,0.47711658,-0.451677,-0.6280594,0.7033914
-5.58055,10.808435,-0.65978646,-0.16356546,-2.5451827,-1.3101305,0.07319846,1.8234895,2.9102237,2.7034938,1.1962291,1.2851158,0.43702218,0.092474386,-1.1205491,-2.1984744,-0.3355442,0.38813347,0.20811892,2.7919254,-2.9635463,-3.155369,0.012708756,0.14653279,3.25559,2.3556604,-0.26696578,0.22691011,0.2766484,0.33723325,-2.5431004,0.058284406,-2.1292424,1.7257231,-0.19168906,2.7032313,1.4072299,3.0888157,-0.44070208,3.0584502,-0.12798172,0.88505256,-1.9264874,0.41744822,-2.3514113,-0.4108354,-0.21063516,0.15130901,-1.772192,0.53242713
7.7450476,-0.31173998,-1.6415546,1.5022671,-0.35753843,0.40893745,-0.5329297,0.21540852,3.212189,0.10312725,0.08450836,1.1032895,-0.0040440187,-1.4615395,-0.6502001,2.299739,1.3406467,-0.25939998,-0.4225192,-0.7544805,-0.7316042,-2.1193073,-1.3371559,1.6519003,-3.5428975,-1.9961792,0.99155164,-0.4943515,-0.89286095,0.9862991,1.2332983,-0.22570546,-1.0852305,0.1905219,0.30744207,-0.05160507,0.5655928,0.42171842,-0.35353872,0.95997155,0.6719121,-2.0279982,-0.10060656,0.71149707,0.19644,-0.016828423,-0.22019777,-0.23532666,-0.49693894,-0.70980716
8.650606,-0.39854616,1.0492402,0.43044013,2.3134017,0.8714437,2.9925628,-2.056251,-0.23161031,0.83280015,1.8190771,-0.97652787,-0.581178,0.04201665,-1.4290308,-0.4638811,-0.59939677,-0.50150466,0.3652128,0.19309007,0.5419722,0.043264307,1.6536283,1.3668482,2.6878781,-0.15111609,1.8670522,-1.962104,-0.12842317,1.1801912,0.2929898,0.95080614,-0.13323747,-2.745,-1.3045663,-1.247271,-1.2329345,1.8360972,1.2678921,-0.15593506,0.74354345,-0.11587201,-1.2738978,-0.17248417,0.3410437,1.0464985,0.49119875,0.24055,-0.70893574,0.012264342
8.4944315,-1.1408465,-2.0555725,-0.7494541,-0.06936446,-0.3267151,-0.36780316,1.8745285,-0.62709516,0.31982937,-1.7623901,-0.36559242,2.5329802,0.07899546,0.25772077,-0.8259969,0.1707206,0.83141583,-0.41418228,-0.38189423,0.5919981,-1.6258997,0.76979935,0.66067547,2.4042451,1.2057745,0.7887313,-0.08662131,0.016060824,-1.0924692,-0.27226284,-1.8011798,0.25171155,-0.14031868,2.4848042,0.62242204,-0.010187201,-0.08719154,0.11353301,-1.7866048,-1.7479612,1.7444355,2.1259835,0.30715874,0.97164434,0.56593597,0.97966737,0.43117478,1.4760135,0.46636122
7.8625703,-0.86411786,-2.997776,0.0045078998,0.19955133,-2.277591,4.2585773,0.45495299,-1.2235739,-0.4706158,1.1126273,2.2666059,2.5223036,-1.1621352,0.17116891,-0.5069254,1.8355011,1.9167675,-0.35917473,-0.23845352,0.62192845,1.7199632,-0.47607553,-0.098414816,1.5921012,-0.5114838,-0.5547717,0.4443066,0.16070732,0.34159604,-0.64651656,1.7165172,-0.6882907,-1.9418161,-2.4390028,-1.1164796,0.9743746,-2.062291,-0.013333,-1.3306478,0.0349321,0.027945252,1.2860471,-0.3695374,1.6157169,-0.38224193,-0.87454456,0.11583191,-0.6247738,-0.30434978
-6.96103,-3.968678,0.96959066,-0.2772657,1.010917,-0.19684295,0.81656617,-0.3035257,1.6669139,-1.5820975,-1.1605368,-0.9616296,0.3872633,1.1064206,-1.3794072,0.40738478,-2.5798757,-1.088385,-0.6599187,-0.57931495,0.7730864,0.5628542,0.25715363,-0.59420604,0.029279804,2.545472,-0.105680786,0.44112536,1.6236258,-0.8276857,-1.0136876,0.3553633,1.4579494,-1.1094279,2.277919,0.43436867,0.69255155,-1.5651231,0.47323915,0.90140265,-0.98030865,-1.3602436,-0.0750485,0.2938283,-1.5315783,-0.31747064,-0.24143086,1.9269305,1.0601556,-0.8737252
-6.393332,-3.3581958,1.2942204,-0.0740622,0.81588906,1.0519887,1.626165,0.515763,-1.8253018,0.44216633,1.0200603,0.7726772,-3.426498,2.9250193,-3.5420792,0.32592833,1.9451017,-1.6123166,-1.4200476,0.9726653,0.06861992,-0.80939656,-1.6668146,-0.518144,0.17926367,0.91510063,0.48540857,-1.0357366,-1.0710123,0.26303953,-0.7390497,1.0054616,-0.65911156,1.4049872,1.2968153,2.5738235,0.43974823,0.16404076,1.4615215,-0.54447246,1.1014376,1.6124324,0.35297886,0.04399297,1.962012,1.2679735,-0.40797213,-0.49810764,1.2259268,-0.630215
-5.7256217,9.904442,0.0005836501,-0.758915,-4.7710605,-1.103833,1.0595196,-0.69096947,-1.8960341,0.5841067,1.7727296,-0.6833706,-1.7861309,0.8360376,1.9394073,-0.23875166,0.5878123,-2.3476887,1.7983803,5.109288,2.8314474,-0.21373664,0.45309862,-0.60494304,-0.42620414,-1.3372245,0.3584878,0.9619357,-0.9835623,2.7770262,-0.71482176,-0.22592176,0.98921615,0.89103985,1.8931878,1.7648704,3.3063636,1.3925109,-0.8614812,-0.5817799,0.9847338,-1.3351732,-0.27379894,-1.9267182,1.5549476,-1.1008489,-0.33010304,0.98026437,0.6536718,-0.9864156
-6.3846793,-3.4150488,1.5513773,-1.1469471,-0.6647356,1.3739794,1.1216133,-0.8452366,-1.407882,1.3422185,1.6647623,-2.0975125,-2.4544208,-0.5221296,-0.070428066,-0.75300515,0.1474156,1.6842921,2.9830055,-1.3758516,-1.2838733,-0.1039548,1.3726398,1.0371706,-0.4786547,1.426862,0.79412,1.3539324,-0.9484181,-1.3762406,-0.6464536,0.75010455,-0.4730757,0.14503099,3.2071908,-0.21533185,-0.14389393,2.562513,-0.6931723,-0.67404777,-3.2378767,1.4902121,-0.79068404,0.2742909,0.6026632,0.51192653,-0.9927077,0.2319806,-0.59226626,0.00168573
-5.0359726,-2.736334,2.3086908,-1.5295421,0.23140398,1.1731058,2.6530104,-0.41062102,0.363616,-0.19598415,-1.4682825,1.1634276,-1.857355,0.6353607,1.1962029,0.31021348,0.101990856,-3.0794141,0.17065175,-1.3988329,-0.9077575,1.1325506,-0.6546038,-0.8368635,1.6317507,2.197339,1.0201429,1.1946727,0.3921134,-1.0925213,-1.9467576,-3.7552435,-0.35292214,-0.81027,-0.8899761,-1.3221684,2.716442,0.5025974,-0.73374885,0.04791319,1.3114272,-1.7490599,0.12637064,-2.5150974,0.8228133,-0.7531926,-2.3672066,-1.1237843,0.8853956,-0.27544707
7.0440164,-0.81234014,-3.7261944,2.6927383,0.5448989,-0.48920938,2.1385021,0.21187939,-2.073778,0.14819051,1.0266589,-2.248908,-0.79393595,0.46871296,2.288107,-0.39237553,-0.0581907,-1.0795221,1.2172205,-1.7203362,2.0695212,1.9141511,0.07950724,-1.3537934,0.2596006,0.69543636,0.38674232,1.6013166,-0.66056186,-0.23952897,1.3330909,-0.7297473,1.3340185,0.6292696,0.23319381,-0.30544943,-0.45652002,-0.6578421,-1.3968413,-0.11328319,-0.9733193,2.8136399,-3.2418737,0.8438858,-0.21827178,-0.64346707,0.7901615,0.25677246,1.0012485,-0.2507552
-6.881024,-1.5066204,-0.12562111,-0.0036070303,2.4688213,-2.2394185,-1.196732,2.2011478,-2.7839286,-1.0793875,0.49785966,0.04096201,-0.32633522,0.51818573,-0.91741866,0.26758718,-0.75357467,0.7232417,-1.8395158,-2.7177255,-0.07085352,0.3835442,0.49645144,0.643533,0.16237491,-0.11139805,-0.93622327,0.961031,1.3899872,-0.22282907,-0.34076947,0.76036894,-0.20483047,0.1981209,0.6536608,-0.28456426,-0.99588597,0.022259662,0.077259324,0.0049346024,1.095081,0.6405568,-0.026318388,0.28505385,0.3334627,-0.88792443,1.3703196,-0.14595096,-0.2852984,-0.29428774
6.6554656,-0.9719476,-3.3075955,-0.48187524,0.6011292,0.6384769,0.8793959,-1.0009081,1.1279657,-1.2242129,-1.4967569,1.0020034,-1.3637565,0.84175867,1.5510148,1.1853722,-0.015923807,1.8810316,1.5938694,-0.6155514,0.7743919,-0.4938696,-0.7732435,-0.55666614,0.13254578,-0.8210009,0.7200969,-0.93758047,0.5522163,-1.2692487,0.056727033,2.3400605,1.2223741,1.4624527,-0.01180037,1.3748999,1.4764241,-1.5113966,0.85576755,-0.72861916,-1.3393788,1.149916,0.9735843,1.5427508,-0.18899737,-0.9643444,2.114101,-0.39107573,1.087344,0.89938694
-4.8673635,-2.8857903,0.9112164,-0.17086777,0.5073238,1.2020769,-0.7177194,-0.3757698,1.7265015,0.0149018625,-0.8431331,-2.3996735,0.8033787,1.6454884,-1.4661616,-0.3163285,1.1544038,0.69797987,-1.2475147,0.63364,1.7259495,-3.2213962,0.620419,-0.49246302,-1.3095964,-0.24467672,1.6939459,1.5628368,2.488807,1.957562,-0.21946467,1.3143592,0.3260347,-0.5143347,0.58314323,2.1465566,0.7266498,-2.3145547,1.7233666,2.9781694,-0.41976857,-0.36137146,-0.95514333,0.43438375,-0.9622843,-1.1381828,-1.0028945,1.14882,1.3287921,0.45686865
-4.799742,5.649313,-0.4840699,1.2114514,2.03364,-2.5880334,-0.94996476,-2.8660383,1.5982385,1.2687616,-1.7302314,-0.4147368,0.6322945,-1.8886886,-0.8136466,3.0582917,1.4589881,-0.67324966,-2.7411292,1.1172881,-1.2259556,0.15202656,2.0279036,-1.8348289,-2.0314689,0.20504378,1.429773,-0.28481537,-1.6327382,-0.933299,-1.4000541,1.8433719,-1.286232,-0.32684883,-0.8162115,-0.95337176,-2.3148534,-1.7748367,1.8846688,1.1977271,0.65626585,2.2841463,-0.104795575,0.9200873,-3.1718807,1.0425521,-0.076029316,-0.9557729,0.8793501,1.9306834
6.057421,-0.6081114,-3.3957758,-2.819944,-1.5288651,1.1213615,-1.5160116,0.09750107,-0.4154388,0.61244583,0.5718011,0.50932103,0.016635897,-0.9298247,-0.49980244,-0.99760777,0.58568776,-2.4300778,-0.046924435,0.40894246,-0.21858035,-0.12812972,-0.8893564,-0.14547786,0.46829045,0.43283167,0.20785698,-1.8350681,-0.31820753,0.27342507,0.7075819,-0.8674864,-0.1764816,0.27262482,0.060737014,-0.07659993,0.12840061,0.6278162,0.17784795,0.80204606,-0.61280227,2.1104083,-0.88576823,0.8412251,1.4145797,0.15411027,0.4159525,0.09117057,-1.4049746,0.08698486
-5.5449986,-2.7599072,1.2125083,-0.6380278,1.2812133,2.7813394,1.8711692,-0.20427161,2.0976555,0.86113477,-1.4049422,2.013893,-0.20772551,-2.0348127,0.5218507,1.0558915,-0.5884602,1.0062625,-0.8352787,1.5154462,0.827912,-1.0021595,-1.861625,-0.3974364,0.96426517,1.128831,-0.7397766,-0.97125006,-2.0822315,-0.2075608,-0.45422322,-0.12810548,0.9148958,0.6793096,-0.71559846,0.21893676,0.7753443,-1.1040475,1.6164867,0.43987086,1.6862389,0.088497944,1.8430401,-1.1004964,-1.210083,-0.11029907,0.21040598,0.27285856,2.376267,-0.5227908
-5.99459,-2.4936352,1.1096269,-1.3614268,-0.39077714,0.4262625,1.3209642,0.9436056,-2.0542147,-0.30859038,0.7326317,-0.68804353,-2.101549,-1.4307252,0.20736998,-0.6239197,-1.7971464,-0.8596188,-0.6773611,0.8913138,-1.0623988,-0.36423415,1.4310132,-0.76901865,0.87315625,0.5144237,-0.21812373,-1.3041856,-1.3041612,1.2482661,0.47552612,0.3092496,-0.6074759,1.9892312,0.51508427,-0.6410345,-1.0312413,2.1393812,-1.2289462,0.12030505,0.58822685,-1.1951282,-0.9282315,1.1432511,1.4016746,-0.44222382,-0.9943049,-0.64302504,-0.97862065,1.6867584
4.7942767,-1.8747977,-3.2307084,-4.1797786,-1.5813804,1.8222655,-2.1811385,0.6903206,-0.42614102,1.0421435,1.4643033,-2.783476,-0.25998738,-0.5588559,-1.7708914,-0.4323616,-2.0438664,-1.0587887,-1.9243903,-0.1806034,0.39739838,0.22818677,2.0888078,2.352565,0.29976788,1.7829003,-1.340555,-0.20274861,0.88934475,0.05187371,0.46086833,-1.0503926,-0.902434,-1.150249,0.62862915,2.0706346,1.5429955,0.72122866,-0.79264605,-0.0152469985,-1.8513727,-0.9328726,-0.8657773,-0.99398845,0.6029121,1.4174029,-2.2833545,-0.14214142,0.021639556,0.6256423
9.170743,0.7617336,3.93755,-0.073578484,-0.29222864,-2.746016,2.1162572,0.40454593,-1.349742,1.9540958,-1.032288,0.9181517,1.4225417,1.5610039,-0.34367532,-1.2815988,0.8759757,0.32261905,1.2197534,-0.8309358,-0.15166053,0.87781674,-0.38668302,0.30566192,1.1602404,-0.44448403,0.1955264,1.0445998,-0.08515502,0.4435749,-1.1164092,-0.029845329,-2.928251,1.0010165,0.8168461,-1.7043844,0.18892686,1.5391796,0.5208314,-0.21042639,-0.002802454,-0.19463247,1.0552073,-0.51758444,0.1184994,0.026130654,0.73528045,-1.9036226,-0.1354571,1.7035522
-5.7054553,-1.971777,0.71338093,-0.8278803,0.9973249,0.71072376,2.1020525,-0.9755728,-0.10998836,-0.7947806,2.195887,-0.76389027,-1.3795784,0.2224726,-0.5802395,2.4506078,-1.0658866,0.8656854,-0.8995869,-0.7195976,0.49598294,-0.86908746,0.26094308,0.114615194,-0.37971592,2.8130877,1.1898429,-1.1508167,0.098228425,-1.2437816,2.1051712,0.3199922,-1.6805804,0.14309306,-0.24069057,0.28030276,-0.2368002,1.2671129,0.14585377,0.989551,-1.2211282,0.6237117,3.1651447,-0.10986863,0.12458164,1.4329214,-0.38137904,-1.5353719,-0.5288604,-0.51322544
-6.449312,-3.3976817,-0.09326646,-0.23928623,-1.5832621,-1.8994507,1.6106822,-0.9550136,2.7666225,-0.11995957,0.17205605,-1.0579253,0.61545587,-1.4213603,0.26315778,-0.8120256,0.28232566,0.8086478,-0.5194915,0.022742657,-0.16654809,0.9804738,0.63153595,0.92706454,0.38026166,-1.7539213,-1.5641472,-0.81451494,1.4078737,0.87134784,-0.99131197,-0.04255592,-0.95695174,0.012804174,1.0553197,-0.2297701,-0.45166844,-0.3736697,0.5489744,-1.2989744,1.1155349,-0.18645154,-0.0481276,-0.79579324,0.44405094,-0.12698923,-1.3224761,0.18580075,0.14522418,1.1089238
6.324636,0.54119134,-2.9902017,-3.7444963,-1.4344082,0.5578711,-1.8211657,0.18630472,0.47656465,-0.3724836,0.29605633,0.4070514,0.9240959,0.12163686,1.0662374,1.6190418,1.6097935,-1.6269978,-1.0280095,-1.4751537,-2.6949403,-0.5006734,-0.7002033,2.9418962,-1.2669142,0.74870014,-1.0857788,-1.3388078,-0.80767727,0.40082854,2.0744607,0.8651359,-0.22527097,-0.28018588,2.0855503,0.03318453,-0.27289563,-0.8613557,-3.7297962,0.75383705,0.083517894,1.5074097,-0.32895243,-0.6795735,1.5953144,0.30255178,-1.2153376,0.48523757,0.25806767,0.9897488
6.111959,-0.17764738,5.099343,1.7279087,-1.8664795,-1.4554399,-1.989415,1.6226916,1.4529383,0.2244349,0.43137637,2.6467218,0.9386686,-0.4050998,1.0458392,-1.5721086,-0.90681195,-3.8295276,-1.2033799,-0.9202595,0.9007354,-0.75887394,2.344904,-0.17085756,-0.51208234,-0.0035551551,0.92702246,0.91298646,0.1422275,-1.6484804,-2.4837763,1.8139592,0.06372144,-1.7104816,0.008511469,0.819589,1.7912686,0.14076465,-2.1350236,0.112278424,0.8305848,-0.55180085,0.7996575,2.1590912,1.1747135,-0.20609514,-0.5776635,-0.30057096,1.8643032,0.10494007
3.1245036,2.3868196,-4.305472,-2.493821,-0.22699466,-2.444582,-0.2776771,-1.0928255,0.41395605,0.5914245,0.2506128,-0.2671376,-1.2223182,-0.6487811,-0.3899426,0.7497006,-0.49486816,1.2140399,-1.336157,-1.9683644,0.19851097,1.967145,0.5850475,-0.36104533,-1.8102514,-0.71297526,0.55873847,-0.2153919,0.7014165,0.78210765,-1.1676068,1.3670222,0.03096844,1.4806043,0.47919506,1.3495338,1.4284633,1.9067662,1.4678711,0.011877312,1.0074263,1.172109,-1.2997764,0.7505004,0.15149571,0.9828042,-1.1974816,-1.0853436,1.7256482,-0.8103025
-5.7276216,-2.5090287,0.7632868,-0.26873827,-1.0019711,0.29615965,2.9512484,-0.63680166,-0.28660253,2.548591,-0.19144572,-0.18983766,-0.6296816,2.738758,-0.95020735,0.22535951,2.9177418,-0.2798222,-1.1738746,0.9145089,0.7325232,0.8825631,0.7498747,-0.5405783,-0.38860226,0.7563081,-1.4125457,0.5008314,-0.64594114,-0.9602817,1.1926342,-0.31022704,0.4798383,1.4337753,-0.93969315,2.32433,1.3884825,0.8221152,-0.495512,-0.7297945,0.16430356,2.3422441,-0.11855318,0.2205402,1.3858576,-0.78627366,0.9603848,-0.112842955,0.66071945,0.83174276
7.421144,0.9823569,2.1696107,0.3538615,1.389101,0.15733612,0.046796057,0.3657702,0.5888956,0.2798551,0.6340378,1.5769701,0.026263585,-0.58275104,0.5101052,-0.109762296,0.8885566,-0.014743659,1.4202543,0.30081597,-1.1387668,0.26609552,1.5714461,1.0296419,-0.6285194,0.61087584,-0.022573767,-0.85297686,-1.7234825,0.50008875,0.19758652,-0.65625644,-0.21410325,1.853443,0.3327145,0.22879122,-1.1905642,-0.6839655,-0.8189264,0.95716536,-0.47444817,-1.6809326,0.82160306,0.41715768,-0.35691753,1.3722787,1.8110832,-0.96799845,-0.78027415,-2.0201793
7.506179,1.7710991,5.5742993,0.29627022,-0.28337085,-0.7352426,-1.4154158,0.6673708,-0.321519,0.084511034,-0.5388382,-1.3345617,0.44075146,-0.059710555,-1.2477007,0.010328411,0.7789271,0.22311027,-0.53991425,0.27050033,0.76191455,0.41051587,0.04682693,1.966236,0.9633129,-0.8532957,1.3370098,0.76660806,0.62286204,0.87710357,-0.026931966,-0.36561415,1.3529954,0.68607557,-2.432831,-0.61952,0.5419833,-0.63086337,-0.36698076,0.028890891,0.75058085,1.0570567,0.14176658,-0.43741736,0.64597386,1.3873106,1.9109708,-0.52322835,0.33375594,0.14589976
