X_pca1,X_pca2,X_pca3,X_pca4,X_pca5,X_pca6,X_pca7,X_pca8,X_pca9,X_pca10,X_pca11,X_pca12,X_pca13,X_pca14,X_pca15,X_pca16,X_pca17,X_pca18,X_pca19,X_pca20,X_pca21,X_pca22,X_pca23,X_pca24,X_pca25,X_pca26,X_pca27,X_pca28,X_pca29,X_pca30,X_pca31,X_pca32,X_pca33,X_pca34,X_pca35,X_pca36,X_pca37,X_pca38,X_pca39,X_pca40,X_pca41,X_pca42,X_pca43,X_pca44,X_pca45,X_pca46,X_pca47,X_pca48,X_pca49,X_pca50
-6.2893887,-2.4250336,-0.13319844,-1.0629075,-0.05689119,-0.088895224,1.5736686,-0.40384004,3.782784,3.7182653,-0.32125202,0.38040048,-0.4372184,-2.2890694,0.267746,-0.60779446,0.30031973,2.0928197,2.1241174,-0.45567274,-0.8023787,1.1227094,-1.7267289,0.006154447,-0.91349393,1.1348301,-0.3726602,-1.2111279,-2.1466033,-2.2037864,-0.2480171,-0.53271884,1.3457104,-1.2980227,-0.21107826,0.8518001,1.5373124,1.2599387,0.8445586,1.3859578,0.106489286,-2.1656256,0.15066713,-1.4515988,0.14719042,0.67599815,1.7524935,1.0000165,-2.8826041,-0.11437579
5.1299987,-1.1562197,-3.3659468,-2.5428565,-1.5390803,-2.2266605,0.13807715,1.0854317,0.18371986,-2.4098504,1.3904947,-1.8656131,1.7483804,-0.5992286,-1.4258275,-1.6989446,-1.3203152,-0.020220272,0.12711674,-1.66742,-0.11394473,0.44891942,0.93277526,-0.08057945,-0.04390183,-1.0906367,-0.92454606,0.13675663,-0.6779435,-0.8844057,1.5329208,-0.20447163,0.42717773,0.554119,-0.025489312,-1.7487447,-0.2240162,-2.0514705,1.2212566,-1.9789639,0.39288807,1.9408028,-0.33679426,-0.07474929,0.4006409,-0.9144404,-0.5468944,1.1717743,0.1035725,0.15431646
-1.8913624,-2.8536463,-0.053357624,5.0344424,-4.536754,-1.3585212,-3.0316403,-1.8605478,0.071859516,0.7378482,0.69040287,-0.6111313,-0.57325596,-0.51739466,-0.7519173,2.1387403,-0.9178757,-2.5054476,-0.4568572,-0.1877403,1.1913896,0.6679075,-1.6841482,-1.0634968,-0.7941675,1.7306513,-0.92667824,-0.27403343,2.9349282,-1.4978783,-0.1759022,0.58013386,-0.6228727,0.027286824,-0.29439178,-0.40874556,1.1999981,1.3861053,2.0073001,1.860661,0.89636534,-1.2886599,1.7129388,-1.1253488,-1.203489,-0.26175097,0.39773893,0.123851396,0.22101901,-0.82059824
8.274681,-0.7791213,-2.1561964,-0.75210077,-0.45149413,-0.5860304,1.3092287,0.2904289,0.8701285,1.4278752,-0.58837944,1.4649879,-1.0336407,-0.46266606,0.8851406,-1.1332906,-0.20112297,0.42872256,-0.3446649,-1.4984344,1.4783887,1.5002797,-1.921175,0.8442574,-0.48525488,0.2161664,0.10208683,0.8458959,3.0460835,-1.0700332,-0.24915668,0.29309878,-2.847384,-1.2698841,0.36059454,-2.2016916,-0.073731855,2.1403284,1.7527196,-0.30901408,-0.5184398,1.2275511,-0.81401217,1.6645986,0.9974802,1.7621586,0.30002606,-1.4045651,-0.32780454,-1.0949951
7.6937885,0.32938915,-3.9550645,0.79758936,0.7167208,-0.63228583,-0.50465333,2.153492,1.5292526,-0.89958155,-0.59123707,-0.2523479,1.4088271,0.41600713,-0.5349174,0.633678,0.8394298,-1.0119432,1.1279747,-1.2586063,-1.8936728,-1.6597457,0.52246314,-2.0649338,1.7695872,0.6238552,-1.0000428,0.8787598,0.17696068,1.4901211,-1.8979143,-0.26221785,1.9595739,0.39427248,-1.6267918,0.19301966,1.4375737,-0.50742775,0.33664027,1.8694644,1.5839293,-0.3517854,-0.31634867,0.56497085,-0.94294006,0.54800445,0.49318573,-0.88428843,0.3714356,1.8032306
7.463133,-0.7695371,-2.2762554,-1.0306766,0.37017006,-0.15344617,1.0249753,-0.022752771,-0.00026924306,1.3678747,1.0228717,1.3758684,0.5147055,-0.39570737,-1.5315899,-0.72357816,-1.6446657,-0.49359906,1.1587707,1.3838814,-0.23891447,0.288218,-1.5173956,0.5572036,-0.36654016,-0.85714746,-1.8068289,0.338628,-0.39304352,-0.6738791,0.5818082,-0.44580922,0.19819783,1.2013216,-0.00694939,-1.5777766,0.5029897,-0.78855175,0.21902628,-1.1718022,0.39530495,-1.0322317,0.3913178,-0.10819167,-0.0059525585,-0.025690326,-0.13817622,-2.2816803,0.018241568,0.5092635
7.781482,-0.3936826,-4.010761,-2.9472775,0.030006101,-0.55824155,-0.41176388,1.453125,0.35374668,0.22810245,0.08322653,0.3342404,-0.007529978,1.8418511,-0.07005583,-1.1007047,0.6678612,-0.96638745,2.0202436,-0.6737267,-1.0137945,0.7101533,-1.3670486,1.4998543,0.90830547,1.0957828,1.0836419,0.39943844,-1.5422951,-1.2878628,0.12984481,-0.96093875,0.72673845,-3.1976016,0.028922662,-0.6368325,0.6714321,1.4920995,0.68114096,0.74085754,-0.9366794,-0.47465628,-1.3766218,0.53013086,-0.10951842,-0.39523402,0.46607542,1.2582318,-1.7290131,-0.24364641
4.702431,-1.7411712,-5.072376,3.1553698,0.36034054,-0.9757196,1.4267021,0.38524282,-0.11357208,0.26850322,1.4659913,-3.0996754,-1.3779619,-0.41352546,0.8575029,0.052770797,0.71201754,-1.2993883,1.8335057,-1.442995,0.06804423,-0.6722934,-0.89933544,-1.5483826,0.017733507,0.9566737,-1.4203565,-0.4565675,-0.74264187,-1.122915,0.28277704,-0.78490084,1.9107001,1.798118,-2.1442587,-0.62051344,-0.94534427,1.5570534,1.780573,1.6022391,-0.32917497,-0.45044273,-0.2605074,3.7736003,-0.90519065,0.8590887,0.4134942,2.34422,0.53911096,-1.2222828
-5.378065,14.156244,-0.4590664,-0.967029,-1.5545337,-0.8873761,2.4100375,-0.7047771,-0.83306664,-1.4373763,-0.42066804,-1.4143766,1.823687,1.1543443,-0.29652908,-0.651141,1.522013,1.2843857,1.6732503,3.154315,0.37976483,2.1888974,-1.0506669,-1.4198655,0.9276196,-0.6794427,-1.8607608,-1.9123987,-0.61207503,0.27567276,0.4278349,0.22400801,-0.50240666,-0.7658856,-0.7643553,-0.7508476,-1.6697772,-1.2146522,-1.6802766,0.71267456,0.59372324,0.0054310504,2.4861903,1.6328537,-1.7512132,-0.97150356,-0.6684487,0.16236103,-1.9767947,-0.26975062
-6.74719,-1.9727163,-0.3111726,-1.0190731,2.0356731,-0.8045848,-2.8281097,1.7429088,1.2600777,2.74712,-1.6381264,0.29986733,2.0894911,1.1499702,0.50046843,-0.63334155,0.23131491,0.4168397,-0.99714285,1.4277947,-0.93874675,0.9447444,2.1108809,-1.0359782,-1.0644945,-0.22863421,-0.5499097,-2.9869785,-1.3560421,2.796948,-0.3876433,2.364044,0.741275,0.23224235,-2.9915435,-1.1813895,-0.83080274,-0.38670585,-0.175559,-1.3120042,-2.2812517,0.3605919,1.5252924,0.39657494,-0.22346936,0.17146932,-1.704389,1.250591,-0.6428329,-2.1529934
-7.481278,7.453353,-0.92802125,-1.538938,-0.15153947,-2.5946155,-0.15816708,-2.8950279,1.3009679,-0.9412089,-0.26566985,-1.0254467,0.07183829,0.7014228,-4.279043,0.63498825,-0.96979386,-2.2488475,-1.0179958,-3.0011582,3.226418,0.90540594,0.5367852,-1.0176268,-0.6925824,-0.43484396,1.5526917,-0.0070026317,0.28913155,-2.28975,-0.23897748,-1.8277811,-0.16309148,0.2096908,-1.6225854,0.6647637,1.1022525,1.0084223,-1.8250692,0.84411514,-0.06872824,0.2120976,-0.5931093,-0.07787251,0.064119495,3.1571069,-0.8478734,1.5674516,0.58163625,3.8923333
-4.015552,-2.91193,-1.0613948,4.217633,-4.4923315,-0.7171574,-1.4956554,-1.3711967,-2.2025425,1.2612815,-1.163868,1.2741072,-0.84066105,0.6713406,-0.21536392,-0.69520515,0.13972065,-0.4349354,1.3502278,0.09066549,-2.2701206,-1.6115884,-0.66730124,0.5447705,1.9696549,0.74173933,-0.6319581,0.28614026,-0.068308994,-1.1437588,1.3313466,-0.44456547,1.980525,-0.22440192,0.42926913,0.53532207,-1.2824966,-1.5191742,0.90286916,-0.19996122,-1.094074,0.96543133,0.014357265,-1.7103378,-0.7829606,-0.17658529,-0.7086768,-1.0851352,0.81902814,0.15687627
