PCs1,PCs2,PCs3,PCs4,PCs5,PCs6,PCs7,PCs8,PCs9,PCs10,PCs11,PCs12,PCs13,PCs14,PCs15,PCs16,PCs17,PCs18,PCs19,PCs20,PCs21,PCs22,PCs23,PCs24,PCs25,PCs26,PCs27,PCs28,PCs29,PCs30,PCs31,PCs32,PCs33,PCs34,PCs35,PCs36,PCs37,PCs38,PCs39,PCs40,PCs41,PCs42,PCs43,PCs44,PCs45,PCs46,PCs47,PCs48,PCs49,PCs50
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.07248958200216293,0.02704881690442562,0.03939535468816757,-0.03273318335413933,0.0791410431265831,0.032196562737226486,0.2932876944541931,-0.20307236909866333,-0.3191429376602173,0.2169571965932846,0.10800670832395554,0.09060317277908325,-0.14501330256462097,0.0057530999183654785,0.046914998441934586,-0.032213933765888214,0.048434507101774216,0.06169545650482178,0.045643772929906845,0.17342031002044678,0.11440099030733109,0.06419338285923004,0.0194056686013937,0.029354939237236977,0.01928720995783806,0.050905946642160416,-0.05018863081932068,0.10304033756256104,-0.01345910970121622,0.10401016473770142,0.11605643481016159,-0.0615915022790432,-0.043410979211330414,0.0646611899137497,-0.0803355947136879,0.0188584104180336,0.037098415195941925,-0.0236777625977993,0.03559872880578041,-0.027192257344722748,0.028058065101504326,0.058082494884729385,0.12180475145578384,0.1124158650636673,-0.012929195538163185,-0.037480153143405914,0.017278579995036125,-0.00318918121047318,0.04513898119330406,-0.044794175773859024
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.0193342212587595,-0.021495530381798744,0.009197168983519077,-0.014409611001610756,0.014611576683819294,0.01459327433258295,0.027865970507264137,0.011185003444552422,-0.045130204409360886,-0.02835189364850521,0.0009047195198945701,-0.010142692364752293,-0.011212840676307678,0.04030798375606537,-0.01483107265084982,-0.0038573485799133778,0.008191918954253197,0.004603534936904907,-0.015281288884580135,0.014269661158323288,-0.009397340938448906,-0.02016511932015419,0.020999617874622345,-0.004392559174448252,0.019162919372320175,-0.008960111066699028,-0.010376968421041965,0.031085273250937462,0.011681114323437214,0.013082998804748058,0.014330101199448109,0.01980048231780529,-0.019676724448800087,0.023181693628430367,-0.0031341633293777704,0.016859976574778557,0.014358177781105042,-0.024776415899395943,-0.009385199286043644,0.02013077773153782,-0.00636707991361618,-0.00616588955745101,-0.002801540307700634,-0.012552011758089066,-0.0042524030432105064,-0.016338102519512177,-0.014192253351211548,-0.01070382073521614,-0.009729285724461079,0.0048149279318749905
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
